Clickable Link,Identifier,Title,DateCreated,ProjectType,Availability,Abstract,FullTextUrl,ProjectCenter_x,Location_x,Creator,Advisors_x,Sponsor,Date,ProjectCenter_y,Location_y,SubjectTerms,Link,Advisors_y,Initials,Notes,LinkToSummary,Goal,Stakeholders,Impact,Headline,Follow-up,Category
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/01D030I.pdf,01D030I,Design of a workshop for Camp REACH.,1/1/2001,IQP,Restricted,"This report for an Interactive Qualifying Project (IQP) portrays the foundation, the steps taken, and the final decisions made for designing a workshop that is to be implemented in Camp REACH. Camp REACH is a summer camp for 7th grade girls to get them excited about engineering and technology careers. The primary goal is to stimulate girls' interest in the engineering and technology fields. Included in this report is research on why girls are generally not interested in engineering, how to fix that problem, project ideas, an insinuated project, a methodology that describes the approach that was taken to implement the workshop and to attract the girls' interest to the fields of engineering, mathematics, and technology, and detailed descriptions on steps that lead to the final decision for the workshop, including testing data and evaluations.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/01D030I.pdf,,"Worcester, Massachusetts","Look, Jennifer| Ngo, Robin","Nicoletti, Denise W.",,1/1/2001,On-Campus,WPI,Women in engineering | Women--Social conditions,http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/01D030I.pdf,"Nicoletti, Denise W.",CS,,https://docs.google.com/document/d/1BItC-h_iJBxoNQs-U7vO3B796L9YtJpwbky-JjwcGKQ/edit?usp=sharing,"Through the development of a workshop, attract girls to engineering and show them the importance of engineering- as well as boost their confidence","Girls attending Camp REACH, Camp REACH",Girls were introduced to new topics and gained interest in engineering,,,Education- STEM
http://www.wpi.edu/Pubs/E-project/Available/E-project-121318-141855/unrestricted/Full_IQP_Report_Digital_Literacy.pdf,E-project-121318-141855,"Developing Digital Literacy Modules for Women in Cuenca, Ecuador",12/13/2018,IQP,unrestricted,"Our project worked with the Mar¡a Amor Foundation in Cuenca, Ecuador to build a self-sustaining curriculum to teach digital literacy for women who are escaping domestic violence.   To properly tailor our curriculum and gauge interest, we interviewed and surveyed the future participants and talked to senior employees.  We learned that it needed to be as engaging as possible and start very basic as some participants had never used a computer before.  The project resulted in the creation of nine independent bilingual modules designed for future workshops.",http://www.wpi.edu/Pubs/E-project/Available/E-project-121318-141855/unrestricted/Full_IQP_Report_Digital_Literacy.pdf,"Cuenca, Ecuador Project Center - IQP","Cuenca, Ecuador","Pardue, Jacob James| Bimonte, Kevin Christopher| Eastwood, Ryan| Fromme, Timothy J","Selkow, Stanley M.","Mar¡a Amor Foundation, Mujeres con xito",12/13/2018,"Cuenca, Ecuador","Cuenca, Ecuador",Women--Violence against,http://www.wpi.edu/Pubs/E-project/Available/E-project-121318-141855/unrestricted/Full_IQP_Report_Digital_Literacy.pdf,"Selkow, Stanley M.",CS,Modules are presented in the appendices,https://docs.google.com/document/d/1TxFe4m522vJ1h0zrOdReUfPALJtd8eKaRPA08HI1mrk/edit?usp=sharing,"To create a set of educational models that could be used to teach digital literacy workshops at Mujeres con xito in Cuenca, Ecuador",Women at Mujeres con xito,Helped women that were victims of domestic abuse advance through teaching of computer literacy. Safety was heavily addressed when teaching internet and social media use,,,Education- STEM
https://web.wpi.edu/Pubs/E-project/Available/E-project-043018-191451/unrestricted/BG_Final_Report.pdf,E-project-043018-191451,Developing a STEAM Strategy for the Boys & Girls Club of Worcester,4/30/2018,IQP,unrestricted,"The goal of this project was to help the Boys & Girls Club of Worcester (BGCW or Club) implement a sustainable after school STEAM (Science, Technology, Engineering, Art, and Mathematics) program. Using the Everything STEM Planning Guide created by the Boys & Girls of America, we completed a STEM Readiness Pre-Assessment, STEM Improvement Plan, and STEM Readiness Post-Assessment. With BGCW staff and active participation of members aged 9-12, we also made immediate improvements through designing and piloting high yield learning activities using the Club's new Lego Mindstorms kits and 3D printer. We created a volunteer guide and recommendations for long term improvements to help sustain the BGCW's STEAM program.",https://web.wpi.edu/Pubs/E-project/Available/E-project-043018-191451/unrestricted/BG_Final_Report.pdf,Worcester Community Project Center (Massachusetts) - IQP,"Worcester, Massachusetts","Ferreira, Christopher| Nguyen, Justin| Merrill, Lindsey| Bellion, Zachary","Jiusto, J. Scott| Peet, R. Creighton","Ojo, Bolaji | Boys & Girls Club of Worcester (BGCW)",5/1/2018,Worcester Community Project Center,"Worcester, MA",Curriculum planning,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=6179&context=iqp-all,"Jiusto, J. S. | Peet, R. Creighton",AN,helps students at the boys and girls club; not just females,https://docs.google.com/document/d/1lVKOqji9ns0dfwzOQy9mGVaRIpcqt7dMxR6AingPmX4/edit?usp=sharing,"To help the Boys & Girls Club of Worcester implement a sustainable after-school STEAM (Science, Technology, Engineering, Art, and Mathematics) program",Boys & Girls Club of Worcester,Designed and piloted high yield learning activities using the Club?s new Lego Mindstorms kits and 3D printer,,,Education- STEM
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/01D191I.pdf,01D191I,Development of a workshop for Camp REACH alumni.,1/1/2001,IQP,Restricted,"This Interactive Qualifying Project deals with the creation of a workshop that stimulates the interests of adolescent females in engineering and technology fields. Background information needed to properly evaluate the statistical, social and psychological issues of female involvement in mathematics and science, as well as information on creating an effective workshop, are documented. Project development is described and a final curriculum is included. Activities included in the workshop are the creation of an anemometer and radiometer.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/01D191I.pdf,,"Worcester, Massachusetts","Orlik, Gillian Elizabeth| Campo, Jodi Anne| Candiloro, Kevin Douglas","Nicoletti, Denise W.","Camp REACH, WPI",1/1/2001,On-Campus,WPI,Women Engineers--Education | Curriculum planning | Project method in teaching,http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/01D191I.pdf,"Nicoletti, Denise W.",CS,,https://docs.google.com/document/d/1dTHS4B62iKQaO92WWe9VzREU4t7uCsnBdlxYeLh1iaw/edit?usp=sharing,To reinforce interest in science and engineering for Camp REACH alumni,"Camp REACH alumni, WPI",Developed an egg drop activity and a physics demonstration for Camp REACH alumni,,,Education- STEM
http://www.wpi.edu/Pubs/E-project/Available/E-project-043012-143024/unrestricted/Accent_Study_Final_Report.pdf,E-project-043012-143024,Does having a foreign accent affect men and women differently? Effect of foreign accent and gender on employment decisions and negotiations,4/30/2012,IQP,unrestricted,"The study examines the effect of international accents (British, East Asian, Hispanic, or South-
Asian Indian) and gender on hiring and negotiation perceptions. Our results show an interaction between accent and gender: female candidates with international accents are less likely to be hired than female candidates with an American accent. But this difference does not occur for male candidates. We discuss implications and possible explanation of this finding, as well as future research directions to further explore this phenomenon.",http://www.wpi.edu/Pubs/E-project/Available/E-project-043012-143024/unrestricted/Accent_Study_Final_Report.pdf,,"Worcester, Massachusetts","Yang, Chuqiao","Skorinko, Jeanine",,4/30/2012,On-Campus,"Worcester, MA",Women--Employment| Multiculturalism| Equality,http://www.wpi.edu/Pubs/E-project/Available/E-project-043012-143024/unrestricted/Accent_Study_Final_Report.pdf,"Skorinko, Jeanine L.",CS,,https://docs.google.com/document/d/1scj9lr0M8yetcBJBC1__jZ3pzRieqjXUrIKQbo2kM2c/edit?usp=sharing,To examine the effect of international accents and gender on hiring and negotiation perceptions,"People looking for jobs, people with accents",Female candidates with a foreign accent are less likely to be hired than female candidates with an American accent,,,Business
http://www.wpi.edu/Pubs/E-project/Available/E-project-030113-031637/unrestricted/ISSP5_Embroidery.pdf,E-project-030113-031637,Empowering the Women?s Cooperative of Ban Pang Ung Mhai through the Competitive Marketing of Crafts,3/1/2013,IQP,unrestricted,"The goal of our project was to assist a Hmong women?s craft cooperative in the village of Pang Ung Mhai in Northern Thailand to establish a more profitable business.  With a focus on empowerment and sustainability, we utilized methods of participatory action research to help the women develop marketing skills and promotional tools. Our recommendations were aimed at allowing the women to maintain success on their own in the future and enabling our sponsor, the Raks Thai Foundation, to support other developing communities.",http://www.wpi.edu/Pubs/E-project/Available/E-project-030113-031637/unrestricted/ISSP5_Embroidery.pdf,"Bangkok, Thailand Project Center - IQP","Bangkok, Thailand","Lysen, Adrienne Taylor| Belliard Urena, Bryan Dariel| Langley, Courtney Emily| Long, Mary Alexis","Selkow, Stanley M.| Tuler, Seth",Raks Thai Foundation,3/1/2013,"Bangkok, Thailand","Bangkok, Thailand",Women--Economic aspects | Women entrepreneurs,http://www.wpi.edu/Pubs/E-project/Available/E-project-030113-031637/unrestricted/ISSP5_Embroidery.pdf,"Selkow, Stanley M.| Tuler, Seth",CS,Product portfolio included in the appendices- lots of photos of products,https://docs.google.com/document/d/1-6psnO1BuWEgMu2EMuYFQtRpVzfdPpnUiHBFS-YV0Pg/edit?usp=sharing,To empower the women?s cooperative in Ban Pang Ung Mhai by promoting skills for improving a marketing strategy in order to establish a more profitable craft business,"Raks Thai Foundation, women of the Cooperative and their families","If the women's marketing knowledge were increased, their business would be more successful (recommendations were made to help with this). Conservation and promotion of culture are important to maintain consumer attraction",,,Business
http://www.wpi.edu/Pubs/E-project/Available/E-project-050615-015232/unrestricted/Enhancing_the_Mentor_Network_at_Voces_Vitales_Costa_Rica.pdf,E-project-050615-015232,Enhancing the Mentor Network at Voces Vitales Costa Rica,5/6/2015,IQP,unrestricted,"Gender inequality is a global issue often exacerbated in developing countries. The Vital Voices Global Partnership aims to ?bring visibility to women? to end this inequality. The Costa Rican chapter focuses on mentorship to create this visibility; currently, however, they have trouble keeping the mentors engaged. Our goal was to increase the value of their mentor network by identifying ways to connect the mentors to one another. We first evaluated the preexisting mentor network based on best practices of similar international women?s organizations. We then analyzed the VVCR network based on mentors? opinions gathered from an online questionnaire and focus group. We created eight recommendations for the enhancement of the VVCR network which are detailed in our Implementation Guide.",http://www.wpi.edu/Pubs/E-project/Available/E-project-050615-015232/unrestricted/Enhancing_the_Mentor_Network_at_Voces_Vitales_Costa_Rica.pdf,"San Jose, Costa Rica Project Center - IQP","San Jose, Costa Rica","Atteya, Caroline Mamdouh| Puishys, Lauren Marie| Perez, Oscar| Isaac, Tamika Taylor","Madan, Aarti Smith| Madan, Ryan Smith",Voces Vitales Costa Rica,5/6/2015,"San Jose, Costa Rica","San Jose, Costa Rica",Women--Social conditions,http://www.wpi.edu/Pubs/E-project/Available/E-project-050615-015232/unrestricted/Enhancing_the_Mentor_Network_at_Voces_Vitales_Costa_Rica.pdf,"Madan, Aarti S.| Madan, Ryan S.",CS,Vital Voices helps women who are victims of domestic abuse,https://docs.google.com/document/d/1o5gNCK622kOArgEc_pKm_XF95fqFJgNnLEmDodko3bg/edit?usp=sharing,To understand and evaluate the preexisting mentor network and analyze the best practices for networking for Vital Voices,"Voces Vitales (VVCR), mentors at VVCR",Recommendations were made to help develop the mentor network at VVCR,Mentor networks for domestic violence victims in Costa Rica,,Health- domestic violence
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/05D240I.pdf,05D240I,Establishing a technical university for women.,1/1/2005,IQP,Restricted,"It is our belief that the number of female engineers would increase if there were a technical university for women. Studies have shown that women at single-sex schools have more self-confidence, choose more masculine areas of study and pursue doctorate degrees in these areas more extensively than do women at coeducational schools. In this project, we developed a model for a first-rate women's technical university. This model includes the academics of the school, as well as construction of the campus.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/05D240I.pdf,,"Worcester, Massachusetts","Bulso, Lindsay A.","Phillies, George D.",,1/1/2005,On-Campus,"Worcester, MA",Women in engineering,http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/05D240I.pdf,"Phillies, George D.",CS,"More of a research paper- presents a model of the institution, no recommendations; written because the author believed an all-female institution would encourage more female participation in engineering",https://docs.google.com/document/d/1TwChWvgy8VZUq26mqc_W2EU5tb9Thavu6PdvwWLPVWI/edit?usp=sharing,To develop a non-coeducational technical university in Southern New Hampshire that will be about the same size as Caltech,"No real-world stakeholders; however, the development of this idea could influence females pursuing STEM-related fields",This was more of a research paper focused on developing a model institution. The author wrote this paper because they believed an all-female institution would encourage more female participation in science and engineering.,,,Education- STEM
http://www.wpi.edu/Pubs/E-project/Available/E-project-022912-103140/unrestricted/IQP-CampReach2012.pdf,E-project-022912-103140,Evaluating the Effects of Camp Reach on the Middle School Teachers,2/29/2012,IQP,unrestricted,"Camp Reach is a two-week residential program in Massachusetts where middle-school girls participate in STEM (Science Technology Engineering & Math) related activities with middle school teacher (MST) assistance. This study?s goal was to evaluate the effectiveness of Camp Reach as a professional development program, which was achieved using data analysis of end-of-program evaluations and follow-up interviews. The results showed that teachers? knowledge of engineering and classroom usage of engineering increased, and led to the recommendation that the MSTs be provided with a lesson plan that can be utilized directly in their classrooms based off certain camp activities.",http://www.wpi.edu/Pubs/E-project/Available/E-project-022912-103140/unrestricted/IQP-CampReach2012.pdf,,"Worcester, Massachusetts","Dellasanta, Brittany L| Dangelo, Lauren Marie| Patel, Nisha Naresh","Demetry, Chrysanthe|Sontgerath, Suzanne",,3/3/2012,On-Campus,"Worcester, MA",Teaching,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1242&context=iqp-all,"Demetry, Chrysanthe | Sontgerath, Suzanne",AN,Camp Reach is a program for middle school girls to participate in STEM,https://docs.google.com/document/d/1N_vnMRVL35EXStV8gSXTtfzGF99pzzew2m_zPUrtc0A/edit?usp=sharing,To evaluate the effectiveness of Camp Reach as a professional development program,"Middle school teachers, Camp REACH","Results showed that teachers? knowledge of engineering and classroom usage of engineering increased, and led to the recommendation that the MSTs be provided with a lesson plan that can be utilized directly in their classrooms based off certain camp activities ",,,
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/00E022I.pdf,00E022I,Evaluation of Camp REACH.,1/1/2000,IQP,Restricted,A Camp REACH Summer Reunion was planned to enhance the Camp REACH program at Worcester Polytechnic Institute. It was desired to evaluate the impact of the program through further contact with the participants. Similar programs have been reviewed and a pilot testing of possible activities has been carried out. This document expresses the activities that have been planned for this event and the processes by which they were chosen. An optimal plan for the Camp REACH Summer Reunion has been designed.,http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/00E022I.pdf,,"Worcester, Massachusetts","Wheeler, Julie Ann.","Nicoletti, Denise W.",,1/1/2000,On-Campus,"Worcester, MA",Engineering--Study and teaching| Women in engineering,http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/00E022I.pdf,"Nicoletti, Denise W.",CS,,https://docs.google.com/document/d/1wNe-fZkVhzbJytpqQxRaIhiGNMKEP9JBt1jdBMg69Pc/edit?usp=sharing,To design a Camp REACH alumni reunion and test run possible activities,"Alumni from Camp REACH, WPI",Developed an egg drop activity and a physics demonstration for Camp REACH alumni,,,Education- STEM
http://www.wpi.edu/Pubs/E-project/Available/E-project-121417-014811/unrestricted/IQP_FINAL_REPORT.pdf,E-project-121417-014811,Exploring Intravaginal Ring Acceptability for Disease Prevention Among At-Risk Community Members in Cape Town,12/14/2017,IQP,unrestricted,"South Africa has the highest prevalence of HIV in the world, with young black women at greatest risk of infection. New protective biotechnologies continue to be developed, including an intravaginal ring (IVR) that releases antiretroviral medications over a four-week period. An IVR is currently under development that could protect against HIV, STIs, and pregnancy concurrently. However, uptake and adherence to this product is unknown. This project explored access and acceptability by interviewing 28 at-risk women and men in Cape Town and consulting with five stakeholders. Data revealed that familiarity with similar intravaginal products (tampons, female condoms), relationship dynamics, and product distribution channels must be considered as IVR products undergo further development.",http://www.wpi.edu/Pubs/E-project/Available/E-project-121417-014811/unrestricted/IQP_FINAL_REPORT.pdf,"Cape Town, South Africa Project Center - IQP","Cape Town, South Africa","Roane, Abigail Rose| Lech, David| Bowen, Josephine| Matsumoto, Shion","Bulled, Nicola| Skorinko, Jeanine LM",Sizakuyenza,12/14/2017,"Cape Town, South Africa","Cape Town, South Africa",Public health|Women--Health,http://www.wpi.edu/Pubs/E-project/Available/E-project-121417-014811/unrestricted/IQP_FINAL_REPORT.pdf,"Bulled, Nicola| Skorinko, Jeanine L.",CS,"The report itself is visually pleasing, and there is a good infographic in the appendix",https://docs.google.com/document/d/1cPdRkhz9gzmbtJZKU4H1Q0QbKrk1qvLWhcLTVAHPTas/edit?usp=sharing,To explore IVR acceptability and accessibility preferences within at-risk populations outside of the context of a clinical trial in order to assess promoters and barriers to product adherence that may ultimately affect product efficacy,"Sizakuyenza, at-risk men and women in Cape Town","Found that women had limited use of intravaginal products (such as tampons), which might present difficulties when inserting the IVR; both men and women would appreciate the additional protection; and misuse and stigmatization surrounds IVRs
",,,Health
http://www.wpi.edu/Pubs/E-project/Available/E-project-121016-150033/unrestricted/Mission_in_a_Bottle.pdf,E-project-121016-150033,Exploring Market Opportunities for Women in Wine in the South African and Global Wine Industries,12/10/2016,IQP,unrestricted,"South Africa has an established wine industry, with European settlers planting the first wine farms in the late 1600s. Blacks and women have been intimately involved in the success of the industry as farm laborers, but until recently neither group has owned a wine production company in South Africa. Women in Wine is South Africa?s first Black women-owned wine company. Following ten years of growth and success, Women in Wine is seeking new opportunities for expansion. Using a mixed-methods approach, this project explored how Women in Wine is positioned in both the domestic and US markets and indicated three main directions that it could take.",http://www.wpi.edu/Pubs/E-project/Available/E-project-121016-150033/unrestricted/Mission_in_a_Bottle.pdf,"Cape Town, South Africa Project Center - IQP","Cape Town, South Africa","Tomasian, Aline Natalie| McLean, Emily Adams| Strangio, Lea M| Visser, Logan","Agloro, Alexandrina R| Bulled, Nicola",Women in Wine,12/10/2016,"Cape Town, South Africa","Cape Town, South Africa",Women entrepreneurs|Entrepreneurship,http://www.wpi.edu/Pubs/E-project/Available/E-project-121016-150033/unrestricted/Mission_in_a_Bottle.pdf,"Agloro, Alexandrina R.| Bulled, Nicola",CS,Visually pleasing report,https://docs.google.com/document/d/1G9AwaZERfXRKFvgbVBV7A7hguL4ZT1mrR_MXMMsEAFE/edit?usp=sharing,"To help Women in Wine identify strategies for domestic and international expansion by assessing its? products placement in the market, as influenced by the company?s progressive social and environmental sustainability mission",Women in Wine,"Found that taste and quality are the most important aspects of a wine according to consumers, retailers, and industry professionals",,,Business
http://www.wpi.edu/Pubs/E-project/Available/E-project-042716-153236/unrestricted/Final_report.pdf,E-project-042716-153236,Exploring Optics,4/27/2016,IQP,Unrestricted,"In this project, we designed a complete course that is aimed at introducing optics to high school students, to give them knowledge about optics. The students we worked with come from Girl?s Inc., and the course we designed for them is for summer school. This will be a good preview if they are going to study optics in high school; or serves as a formal introductory course if they will not have optics class after this. The experiments are the main part of this course and the topic introductions are designed according to them. We have chosen several simple but interesting experiments that could be conducted with materials that can be easily obtained. All of them relate to make a device that is used for observation, and each of them has a practical application.",http://www.wpi.edu/Pubs/E-project/Available/E-project-042716-153236/unrestricted/Final_report.pdf,,,"Chen, Muping| Yu, Rui","Titova, Lyubov",,16-Apr,On-Campus,"Worcester, MA",Curriculum planning,https://web.wpi.edu/Pubs/E-project/Available/E-project-042716-153236/unrestricted/Final_report.pdf,"Titova, Lyubov",AN,,https://docs.google.com/document/d/18KTLNpRkPeCcvQF8rGbGYJ0enhdLd3SrO9_y0sDS8Zw/edit?usp=sharing,"To design a complete course that is aimed at introducing optics to high school students, to give them knowledge about optics","Girls Inc., summer school students",Developed physics course for high school girls who may show an interest in optics,,,Education- STEM
http://www.wpi.edu/Pubs/E-project/Available/E-project-050418-103333/unrestricted/Rural_Final_Draft.pdf,E-project-050418-103333,Exploring Value Adding Initiatives in Rural Northern Greece,5/4/2018,IQP,unrestricted,"The European economic crisis has had variable impact relative to geographic space and industry. Rural areas have been particularly affected, but studies indicate that certain sectors, including tourism, have offered stabilizing economic opportunities. This project examined innovative efforts to develop the rural economy, with a focus on tourism in Halkidiki, Greece. We conducted a case study analysis of two such innovative efforts: the Rotsios family's farm house Airbnb listing and the Agios Antonios Women's Cooperative. Our analyses revealed that internal resistance and failing infrastructure have to be overcome, but funding support is available (although difficult to acquire) to develop tourism initiatives and outsiders have seen the value and economic potential in rural spaces.",http://www.wpi.edu/Pubs/E-project/Available/E-project-050418-103333/unrestricted/Rural_Final_Draft.pdf,"Thessaloniki, Greece Project Center - IQP","Thessaloniki, Greece","Heinle, Erin Elizabeth| Marabello, Jack Ryan| Auerbach, Laura| Thompson, Taylor Ruth","Bulled, Nicola| Hersh, Robert",Konstantinos Rotsios,5/4/2018,"Thessaloniki, Greece","Thessaloniki, Greece",Rural development|Tourism,http://www.wpi.edu/Pubs/E-project/Available/E-project-050418-103333/unrestricted/Rural_Final_Draft.pdf,"Bulled, Nicola| Hersh, Robert",CS,"A visually pleasing report, but  the women's cooperative is just a subset of the report",https://docs.google.com/document/d/1I-92afeepsaho0ec6dMU73x3_tH7CRK2HBpSfEd6leM/edit?usp=sharing,"To explore efforts to bring value to a rural region of northern Greece, (Nea Kallikratia and surrounding villages, in Halkidiki and Central Macedonia) with a particular focus on innovative tourism development initiatives","Tourists, Greeks living in rural communities, Greeks in general due to the effect on the economy",Diversification principles and innovative marketing led to the most success,,,Business
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/01D056I.pdf,01D056I,First year experience for Class of 2003.,1/1/2001,IQP,Restricted,"Entry of Cognitive Styles data for 625 members of the Class of 2003 provided the opportunity to do a psychometric study seeking proxy measures for the Differential and Remote Association measures. An attempt to predict academic outcomes based on gender and learning style was also undertaken. At the end of their freshman year, the grades of the class of 2003 were analyzed in terms of the results of personality and cognitive tests. The relative academic performance of the different types of students is in some ways predictable.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/01D056I.pdf,,"Worcester, Massachusetts","Vandenburgh, Deborah A.| Murphy, Tara Elizabeth","Wilkes, John M.",,1-Jan,On-Campus,WPI,Personality and intelligence,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4557&context=iqp-all,"Wilkes, John M.",CS,Gender was just one component of the analysis,https://docs.google.com/document/d/1ULaTEQHhyxsAFxwCiTzwhewPiy4Y7uZQRYzQU1c6ALM/edit?usp=sharing,To assess the class of 2003 based on their GCSI and MBTI data and score them in groups to compare cognitive types,"WPI class of 2003, WPI",Answered questions about science and engineering; had two meetings a week- one was general and the other focused on a specific grade level. Was not committed to involving girls,Gender components of first year experience at WPI,,Education (at WPI)
http://www.wpi.edu/Pubs/E-project/Available/E-project-042209-122413/unrestricted/Fund_Raising_Methods.pdf,E-project-042209-122413,Fund Raising Methods,4/22/2009,IQP,unrestricted,"This report focuses on women's issues with poverty, physical abuse, substance abuse, and mental illness; using Abby's House as a case of a community reaching out to women in need.  The focus then shifts to ways to raise funds for non-profit organizations.  Research is done on legal issues associated with fund raising including some forms that should be filled out.",http://www.wpi.edu/Pubs/E-project/Available/E-project-042209-122413/unrestricted/Fund_Raising_Methods.pdf,,"Worcester, Massachusetts","Bond, John Joseph","Hakim, Hossein",,4/22/2009,On-Campus,"Worcester, MA",Fund raising|Women,http://www.wpi.edu/Pubs/E-project/Available/E-project-042209-122413/unrestricted/Fund_Raising_Methods.pdf,"Hakim, Hossein",CS,,https://docs.google.com/document/d/1ENWsABbRoq0Ham4LgjYJH2h-7ni5R0dRjas1P8WjSlg/edit?usp=sharing,"Study women?s issues such as drug abuse, homelessness, domestic abuse, and poverty; recommend new approach and help fundraise for women at Abby?s House","Abby?s House, women at Abby?s House",Evaluated different methods of fundraising and found that asking for help from large companies was the most effective,,,Business
http://www.wpi.edu/Pubs/E-project/Available/E-project-031312-161000/unrestricted/IQP_REPORT.pdf,E-project-031312-161000,Fundraising for Homeless Women and Children,3/13/2012,IQP,unrestricted,"There is a growing population of homeless all over the world.  Through our research we found that there are many reasons why people become homeless, and there is not enough awareness or support for these people.  We brought awareness to the college community and received positive feedback. The group worked closely with a Worcester homeless shelter that provides support for homeless women.  Through our work with the shelter we found the areas where the most resources were needed.  The group collected essential goods that will be used in the emergency shelter, and also were able to establish the Abby?s Empowerment Fund at Greater Worcester Community Foundation.  This fund is set up to help women with one-time fees that have been preventing them to process with their education.",http://www.wpi.edu/Pubs/E-project/Available/E-project-031312-161000/unrestricted/IQP_REPORT.pdf,,"Worcester, Massachusetts","McWilliam, Emily Gillian| Marquez, Jenny Alejandra| Ward, Kandace Meagan| Zhao, Lu| Rios, William Manuel","Hakim, Hossein",,3/13/2012,On-Campus,"Worcester, MA",Fund raising|Women--Social conditions,http://www.wpi.edu/Pubs/E-project/Available/E-project-031312-161000/unrestricted/IQP_REPORT.pdf,"Hakim, Hossein",CS,,https://docs.google.com/document/d/1POTUik6TiZN-kLzXzHWzfRS_KUIraTIFCXcHzQeINNI/edit?usp=sharing,"To understand homelessness, to collect monetary aid and essential goods for Abby's House, to raise awareness in the WPI community about homelessness","Abby?s House, women at Abby?s House, people in the WPI community","Found that fundraising could be improved by more advertising, longer fundraising periods, and expanding the audience",,,Business
http://www.wpi.edu/Pubs/E-project/Available/E-project-032116-165406/unrestricted/GNBIQP_FinalPaper.pdf,E-project-032116-165406,Gender Neutral Bathrooms,3/21/2016,IQP,unrestricted,"Bathrooms are commonly divided by gender; this creates many issues that can be solved by providing bathrooms that are not divided by gender. Currently, the WPI campus lacks sufficient access to gender neutral bathrooms. The locations and characteristics of bathrooms on the WPI campus were collected, and a survey was taken of the WPI community about gender neutral bathrooms to determine how to accommodate people?s needs. Based on this information, a recommendation of immediate changes to improve access to gender neutral bathrooms was made to the Dean of Students and the Assistant Vice President of the Facilities Department at WPI. Information gathered over the course of this project will be valuable to future initiatives in creating further bathroom changes to benefit the WPI community.",http://www.wpi.edu/Pubs/E-project/Available/E-project-032116-165406/unrestricted/GNBIQP_FinalPaper.pdf,,"Worcester, Massachusetts","Peguero, Christian| Berry, Jonathan Ross| Johnson, Rebekah Grace","Hall-Phillips, Adrienne",WPI Office of Multicultural Affairs,16-Mar,On-Campus,WPI,Equality | Equality -- Social aspects |Community engagement,https://web.wpi.edu/Pubs/E-project/Available/E-project-032116-165406/unrestricted/GNBIQP_FinalPaper.pdf,"Hall-Phillips, Adrienne",AN,report discusses making bathrooms more accessible to anyone outside gender binary,https://docs.google.com/document/d/1QVroWQpVgZ6jDF-DHxrVcnINHF_GlfYbXT4rbuQOQ-E/edit?usp=sharing,To implement gender neutral bathrooms at WPI,"WPI, WPI students, students who use gender neutral bathrooms","The survey results indicated that conversion of some single stall gender specific bathrooms on our campus to gender neutral bathrooms would be acceptable to our general community, and would improve bathroom experiences for those who indicated a preference for gender neutral bathrooms",,,
